bid_id,ad_id,buyer_id,bid_price,bid_date,bid_status
118,82,100,302900000,2022-06-26 12:06:41,Sent
119,23,72,99351363,2023-08-27 04:04:48,Succeed
120,108,49,286400000,2023-09-13 01:19:33,Sent
121,82,13,302900000,2021-12-21 19:56:25,Sent
122,31,5,210638877,2023-12-23 17:22:37,Sent
123,9,18,181200000,2023-11-19 07:09:38,Sent
124,73,35,99750257,2023-06-28 03:02:37,Sent
125,171,31,181145437,2023-08-15 17:33:05,Sent
126,164,10,84414791,2023-05-20 08:12:44,Sent
127,185,2,80000000,2023-12-23 11:43:08,Sent
128,178,81,82415856,2022-11-26 05:34:41,Rejected
129,13,38,304700000,2023-12-28 03:08:26,Succeed
130,82,78,302900000,2022-05-04 06:45:32,Sent
131,93,26,133900553,2023-12-11 22:43:18,Rejected
132,38,77,141930316,2023-12-02 15:19:20,Sent
133,68,58,116552904,2023-10-15 04:17:10,Succeed
134,35,17,135100000,2023-01-18 01:03:02,Succeed
135,146,78,207641656,2023-12-03 05:52:19,Succeed
136,58,69,271800000,2023-10-06 08:48:27,Succeed
137,55,12,208305965,2023-10-19 21:35:12,Sent
138,180,92,210071548,2023-08-30 08:44:25,Succeed
139,66,59,171670272,2022-01-29 08:43:01,Succeed
140,26,57,364700000,2023-03-28 02:07:43,Sent
141,47,96,105400000,2023-06-27 22:27:02,Succeed
142,74,51,380600000,2023-12-27 04:36:05,Succeed
143,92,92,149659986,2023-06-30 00:40:40,Sent
144,71,58,325300000,2023-11-24 16:54:53,Rejected
145,111,95,364800000,2023-12-11 02:27:30,Sent
146,190,37,89900000,2023-12-13 21:01:56,Succeed
147,190,77,89900000,2023-10-26 18:08:16,Rejected
148,68,66,112944247,2023-08-03 19:20:15,Rejected
149,129,63,231500000,2023-06-05 13:10:59,Rejected
150,84,7,155100000,2023-12-07 00:21:15,Rejected
151,75,4,293948607,2023-12-18 20:10:06,Rejected
152,102,25,198197869,2023-07-26 07:38:45,Rejected
153,174,48,94100000,2023-12-15 23:06:15,Rejected
154,110,37,232800000,2023-12-01 12:17:33,Sent
155,31,88,280550100,2023-11-26 16:21:30,Sent
156,149,23,319929172,2023-12-26 15:37:04,Succeed
157,73,35,154243425,2023-07-07 05:12:30,Sent
158,141,85,154400000,2023-12-15 07:54:26,Succeed
159,61,23,155625287,2023-12-23 09:06:27,Succeed
160,3,14,357400000,2023-10-25 12:54:21,Sent
161,53,80,186057889,2023-12-28 09:44:25,Sent
162,75,71,275925288,2023-11-02 06:39:49,Rejected
163,185,46,80000000,2023-12-27 20:50:47,Sent
164,26,39,364700000,2023-07-08 10:15:16,Sent
165,46,94,89193709,2023-12-04 17:44:51,Sent
166,186,20,350800000,2023-10-22 15:08:53,Sent
167,39,89,153411498,2022-10-03 00:48:29,Succeed
168,72,6,109134020,2023-12-31 14:02:28,Rejected
169,175,66,297328437,2023-11-30 12:39:15,Sent
170,181,73,341000000,2023-12-12 03:06:15,Sent
171,115,79,214272820,2023-12-04 10:19:00,Sent
172,95,5,95600000,2023-12-09 14:55:53,Sent
173,60,95,377000000,2023-11-11 19:21:00,Sent
174,106,70,176000000,2023-11-07 10:50:59,Rejected
175,199,72,212068024,2023-07-03 13:07:35,Succeed
176,29,95,82179085,2023-12-03 11:24:04,Sent
177,118,92,219820524,2023-09-21 06:56:09,Rejected
178,193,44,282100000,2022-02-07 21:30:00,Sent
179,146,43,189203229,2023-07-18 13:21:38,Rejected
180,66,77,113062143,2023-01-15 21:29:34,Rejected
181,165,99,226078821,2023-08-04 10:55:01,Sent
182,17,8,105351949,2023-12-16 06:05:24,Succeed
183,159,99,135400000,2023-11-02 00:48:29,Sent
184,69,98,86500000,2023-12-25 17:43:30,Succeed
185,88,64,328212767,2023-05-26 18:16:34,Sent
186,1,26,209728301,2023-08-23 10:24:53,Rejected
187,150,65,101569617,2023-11-04 08:31:18,Succeed
188,58,24,271800000,2023-10-06 15:53:20,Rejected
189,73,84,180979064,2023-11-07 15:52:34,Sent
190,9,66,181200000,2023-09-01 14:56:54,Sent
191,21,45,86269968,2023-09-21 19:26:39,Succeed
192,45,16,272900000,2023-11-22 05:06:12,Rejected
193,87,83,283700000,2023-11-24 08:00:16,Sent
194,165,16,126901314,2023-11-30 21:43:47,Sent
195,169,20,82647932,2023-12-10 01:45:08,Succeed
196,66,83,155200777,2022-05-19 14:59:28,Rejected
197,24,85,288900000,2023-12-17 00:09:02,Sent
198,169,21,90306454,2023-12-12 23:27:28,Rejected
199,139,82,373500000,2023-12-26 05:36:04,Sent
200,51,60,394300000,2023-10-27 04:54:56,Succeed
201,137,45,101163312,2023-11-25 15:19:11,Sent
202,39,75,103405282,2022-12-10 10:18:23,Rejected
203,199,83,172999483,2022-01-07 15:45:53,Rejected
204,103,31,255792984,2023-04-29 05:29:22,Succeed
205,89,81,152864545,2023-11-23 02:53:42,Sent
206,3,50,357400000,2023-09-29 05:08:38,Sent
207,78,10,108800000,2023-03-15 15:09:46,Succeed
208,133,6,92545171,2023-09-01 12:41:21,Sent
209,35,45,135100000,2023-02-04 03:15:31,Rejected
210,85,63,251600000,2023-12-24 02:04:44,Sent
211,164,27,82082428,2023-12-28 06:47:16,Sent
212,58,68,271800000,2023-09-05 10:16:37,Rejected
213,96,91,281400000,2023-05-20 01:10:33,Sent
214,138,33,267300000,2023-04-01 13:23:06,Succeed
215,56,19,388500000,2023-12-24 11:14:44,Succeed
216,108,69,286400000,2023-07-18 02:39:14,Sent
217,118,31,164787777,2023-06-29 19:50:57,Rejected
218,34,68,102089470,2023-12-10 13:25:05,Rejected
219,75,58,167252109,2023-12-08 19:41:48,Rejected
220,66,99,216999020,2023-06-14 17:35:42,Rejected
221,125,86,237300000,2023-12-28 17:35:44,Sent
222,28,28,389300000,2023-11-12 09:02:23,Sent
223,18,40,215072516,2023-11-14 06:22:43,Rejected
224,195,70,149561180,2023-10-10 09:43:32,Succeed
225,16,65,296935167,2023-11-27 14:12:27,Sent
226,34,22,161378502,2023-12-18 05:23:05,Rejected
227,196,81,143955118,2023-10-04 20:59:46,Sent
228,114,49,161897262,2023-06-28 23:15:58,Sent
229,181,12,341000000,2023-11-27 13:31:59,Sent
230,47,60,105400000,2023-12-31 15:20:01,Rejected
231,175,59,109972904,2023-09-27 23:26:00,Sent
232,10,85,90404636,2023-11-20 11:31:38,Sent
233,68,81,186617753,2023-07-16 18:44:13,Rejected
234,51,18,394300000,2023-11-03 08:57:47,Rejected
235,174,45,94100000,2023-12-17 02:00:05,Rejected
236,132,26,121600000,2023-11-21 01:58:17,Succeed
237,126,52,258798560,2023-07-15 15:18:50,Succeed
238,2,28,144998405,2023-05-08 00:57:48,Rejected
239,10,26,92364256,2023-10-04 00:32:00,Sent
240,37,72,130604837,2023-08-13 12:54:56,Sent
241,29,2,109686360,2023-12-20 07:31:00,Sent
242,22,36,232415780,2023-11-16 19:51:15,Sent
243,164,90,92228269,2023-04-28 11:54:39,Sent
244,145,16,80876063,2022-03-17 10:13:47,Rejected
245,11,66,98100000,2023-12-26 00:19:56,Sent
246,179,60,198818913,2023-08-10 00:03:03,Sent
247,135,73,86299248,2023-11-24 11:25:54,Succeed
248,69,51,86500000,2023-12-25 16:16:08,Rejected
249,187,81,126703706,2023-12-13 00:36:47,Sent
250,20,91,110615683,2023-12-20 04:19:39,Succeed
251,26,29,364700000,2023-04-24 00:04:59,Sent
252,28,88,389300000,2023-10-16 04:04:28,Sent
253,141,12,154400000,2023-06-13 15:34:18,Rejected
254,157,3,301000000,2023-07-10 13:04:28,Sent
255,81,75,234200000,2023-08-19 09:09:10,Succeed
256,172,42,102499413,2022-10-21 05:45:52,Sent
257,116,58,331100000,2023-07-08 19:55:42,Rejected
258,8,50,131900000,2023-12-22 14:14:42,Rejected
259,68,59,278142047,2023-12-11 03:58:35,Rejected
260,185,9,80000000,2023-12-29 03:39:53,Sent
261,51,89,394300000,2023-12-24 03:19:13,Rejected
262,34,21,146041236,2023-12-19 05:47:28,Rejected
263,118,60,194021149,2023-09-11 21:07:17,Rejected
264,94,42,97900000,2023-11-11 22:02:14,Succeed
265,30,67,116265757,2023-07-04 10:23:37,Sent
266,79,39,178300000,2023-06-26 09:44:19,Succeed
267,132,10,121600000,2023-10-04 20:20:18,Rejected
268,10,51,150566274,2023-07-15 12:07:22,Sent
269,68,89,142526830,2023-07-08 06:17:04,Rejected
270,145,34,82663888,2021-11-11 01:45:11,Rejected
271,35,25,135100000,2023-09-12 01:19:49,Rejected
272,120,78,80041117,2023-09-23 05:26:17,Succeed
273,199,40,171716756,2021-09-07 05:57:21,Rejected
274,21,39,105922919,2023-04-12 17:08:43,Rejected
275,72,3,98030688,2023-12-26 02:48:58,Rejected
276,59,23,307342516,2023-11-28 00:03:20,Succeed
277,20,95,89525175,2023-11-18 10:10:28,Rejected
278,118,47,219252642,2023-07-06 03:09:13,Rejected
279,176,73,183200000,2023-04-11 11:36:05,Sent
280,194,7,88976103,2023-11-30 17:45:25,Sent
281,134,82,221800000,2023-07-23 16:27:45,Sent
282,77,98,130800000,2021-08-17 14:15:30,Sent
283,160,98,144860800,2023-12-30 22:00:10,Sent
284,110,97,232800000,2023-10-07 21:31:58,Sent
285,117,81,243300000,2023-11-15 08:13:06,Succeed
286,82,24,302900000,2023-10-03 18:16:04,Sent
287,161,93,123700000,2023-12-14 22:40:23,Succeed
288,170,23,244233752,2023-07-28 03:20:15,Sent
289,131,11,96259949,2023-09-18 04:16:46,Sent
290,123,92,94482920,2023-12-25 05:24:50,Sent
291,140,82,262800000,2023-05-12 03:43:31,Rejected
292,187,1,159965441,2023-05-10 04:35:17,Sent
293,78,52,108800000,2023-03-11 04:03:11,Rejected
294,118,86,139433138,2023-09-03 18:49:45,Rejected
295,131,55,91651398,2023-09-23 11:51:19,Sent
296,24,51,288900000,2023-12-19 07:13:40,Sent
297,38,45,92304189,2023-12-27 01:53:08,Sent
298,104,83,136900000,2023-09-21 18:15:45,Succeed
299,178,52,85193613,2023-10-08 03:41:49,Rejected
300,123,3,224549656,2023-12-02 19:04:46,Sent
301,133,28,129739874,2023-08-28 00:48:46,Sent
302,158,87,114700000,2022-11-14 14:13:09,Sent
303,148,24,108500000,2023-06-08 14:29:50,Sent
304,23,20,130122940,2023-09-22 23:28:12,Rejected
305,170,79,267067533,2023-07-13 14:05:59,Sent
306,66,44,153278287,2023-12-25 16:46:32,Rejected
307,133,16,126743547,2023-01-28 07:30:05,Sent
308,67,97,305100000,2023-12-15 01:52:18,Sent
309,139,29,373500000,2023-12-08 07:18:47,Sent
310,94,78,97900000,2023-12-29 09:34:23,Rejected
311,97,68,174800000,2023-12-31 20:13:15,Succeed
312,171,88,179819751,2023-12-26 06:07:36,Sent
313,154,72,141072144,2023-07-03 16:13:59,Sent
314,48,31,109200000,2023-06-30 15:40:09,Sent
315,59,59,201413001,2023-11-06 07:38:11,Rejected
316,153,83,292158766,2023-05-27 05:47:09,Rejected
317,88,52,201518964,2023-06-12 14:38:57,Sent
318,118,75,172365625,2023-07-02 09:03:40,Rejected
319,142,96,235700000,2023-12-29 11:52:19,Sent
320,23,14,92297435,2023-10-20 02:59:43,Rejected
321,121,11,88057805,2023-04-29 01:07:10,Sent
322,72,99,242267683,2023-12-27 11:17:30,Rejected
323,156,18,245700000,2023-12-29 09:33:05,Succeed
324,104,31,136900000,2023-07-24 16:22:55,Rejected
325,76,5,284900000,2023-03-03 21:18:41,Sent
326,87,94,283700000,2023-09-14 11:03:07,Sent
327,187,29,204857335,2023-09-28 00:39:10,Sent
328,31,19,92788800,2023-12-08 16:02:49,Sent
329,189,93,154086712,2023-12-28 11:08:41,Sent
330,121,36,87461990,2023-08-14 07:51:25,Sent
331,74,46,380600000,2023-12-10 10:15:30,Rejected
332,61,87,172429103,2023-12-26 13:50:01,Rejected
333,95,47,95600000,2023-12-03 19:55:13,Sent
334,117,86,243300000,2023-12-21 16:59:42,Rejected
335,159,90,135400000,2023-12-10 14:41:35,Sent
336,65,81,275900000,2023-12-30 12:55:10,Rejected
337,36,27,228400000,2023-04-26 22:34:38,Succeed
338,160,65,215862367,2023-12-30 07:50:00,Sent
339,123,68,96096124,2023-07-28 12:31:06,Sent
340,83,14,117852764,2023-11-08 18:29:09,Sent
341,172,17,341560215,2022-10-09 03:30:47,Sent
342,145,18,92269216,2023-06-11 13:30:22,Rejected
343,128,53,178383817,2023-12-08 11:55:51,Sent
344,150,36,117179414,2023-10-24 03:26:14,Rejected
345,132,36,121600000,2023-11-16 13:49:06,Rejected
346,51,19,394300000,2023-12-13 02:54:17,Rejected
347,144,4,180200000,2023-11-27 03:47:06,Sent
348,54,73,181400000,2023-12-27 14:03:10,Succeed
349,67,75,305100000,2023-11-30 02:45:12,Sent
350,91,56,175500000,2023-11-24 04:56:10,Sent
351,169,64,130424488,2023-12-20 10:16:37,Rejected
352,48,48,109200000,2022-08-15 05:47:40,Sent
353,123,49,203926783,2023-12-19 07:16:22,Sent
354,118,45,162830401,2023-11-07 21:34:05,Rejected
355,17,57,85508252,2023-12-07 16:31:34,Rejected
356,183,82,398400000,2023-06-23 09:46:19,Sent
357,78,35,108800000,2022-12-31 09:20:53,Rejected
358,46,17,80001860,2023-12-06 23:34:49,Sent
359,173,77,246294603,2023-12-21 13:18:06,Rejected
360,104,38,136900000,2023-03-31 06:47:31,Rejected
361,26,30,364700000,2023-08-15 23:43:23,Sent
362,3,10,357400000,2023-12-03 09:33:35,Sent
363,107,69,135054196,2023-11-23 20:17:01,Sent
364,33,95,99100000,2023-10-02 06:38:09,Sent
365,176,9,183200000,2023-09-15 18:38:37,Sent
366,63,12,158271071,2023-11-14 16:56:31,Sent
367,176,8,183200000,2023-01-03 02:57:34,Sent
368,137,77,90534008,2023-11-06 05:15:22,Sent
369,187,43,234656763,2023-09-16 07:14:11,Sent
370,124,99,96289177,2023-11-06 15:24:22,Sent
371,14,76,101000000,2023-10-27 23:25:50,Succeed
372,43,16,397200000,2023-10-23 15:10:29,Sent
373,143,98,297800000,2023-12-31 12:38:22,Sent
374,100,97,376000000,2023-01-06 05:16:43,Sent
375,153,4,187424437,2022-12-14 06:49:52,Rejected
376,115,56,231090050,2023-12-25 23:58:13,Sent
377,132,49,121600000,2023-09-21 16:18:56,Rejected
378,106,4,176000000,2022-09-29 21:16:02,Rejected
379,59,23,285808636,2023-11-16 11:10:46,Rejected
380,26,22,364700000,2023-10-04 01:21:25,Sent
381,28,71,389300000,2023-11-20 21:54:16,Sent
382,162,48,397700000,2023-11-21 02:59:43,Rejected
383,75,10,361607198,2023-11-04 08:48:18,Rejected
384,124,33,264261684,2023-11-10 01:50:08,Sent
385,3,21,357400000,2023-12-23 06:57:53,Sent
386,2,87,94020704,2023-12-16 07:29:34,Rejected
387,100,75,376000000,2023-01-04 10:40:48,Sent
388,172,68,106064995,2023-09-22 18:13:00,Sent
389,63,54,292521856,2023-06-28 04:11:23,Sent
390,119,1,276135420,2023-12-23 22:56:06,Sent
391,65,7,275900000,2023-10-18 01:58:18,Rejected
392,128,100,139392560,2023-11-29 02:05:08,Sent
393,128,80,203199306,2023-12-26 07:25:19,Sent
394,193,9,282100000,2023-11-23 23:42:36,Sent
395,136,38,173786499,2023-08-28 20:20:34,Succeed
396,153,63,236215647,2022-10-05 02:50:18,Rejected
397,161,27,123700000,2023-12-12 03:32:10,Rejected
398,84,11,155100000,2022-12-02 17:37:32,Rejected
399,162,45,397700000,2023-09-24 10:20:59,Rejected
400,89,82,110391553,2023-11-15 16:38:23,Sent
401,188,75,247100000,2023-07-23 05:40:30,Succeed
402,41,81,153100000,2022-12-13 14:49:41,Succeed
403,118,72,106941487,2023-11-05 20:30:11,Rejected
404,104,32,136900000,2023-06-07 09:50:09,Rejected
405,118,28,220880284,2023-12-08 06:56:50,Rejected
406,87,7,283700000,2023-11-23 20:10:07,Sent
407,65,54,275900000,2023-12-16 00:56:29,Rejected
408,63,16,125737286,2023-07-09 16:13:55,Sent
409,26,33,364700000,2023-08-21 06:44:57,Sent
410,24,74,288900000,2023-12-21 06:02:08,Sent
411,180,16,224918282,2023-12-24 18:13:48,Rejected
412,135,72,82551048,2023-12-14 15:41:08,Rejected
413,85,54,251600000,2023-11-29 15:59:31,Sent
414,142,21,235700000,2023-12-04 12:33:33,Sent
415,103,81,90636990,2023-11-24 00:49:03,Rejected
416,86,47,114693629,2023-12-29 05:29:07,Sent
417,68,43,107662546,2023-08-09 21:42:51,Rejected
418,8,24,131900000,2023-03-11 00:18:53,Rejected
419,165,97,361169133,2023-08-06 18:49:56,Sent
420,8,6,131900000,2022-12-31 10:33:08,Rejected
421,30,14,144958352,2023-06-14 04:27:11,Sent
422,142,46,235700000,2023-11-29 10:44:00,Sent
423,101,21,332436840,2023-10-24 14:48:44,Succeed
424,196,58,161359874,2023-12-10 22:33:28,Sent
425,43,29,397200000,2023-11-16 21:51:19,Sent
426,70,97,94294265,2023-06-20 17:08:55,Sent
427,44,68,215300000,2023-07-05 00:05:27,Rejected
428,164,56,88808377,2023-05-10 03:54:40,Sent
429,29,39,114012891,2023-12-19 08:50:13,Sent
430,136,95,250020502,2023-04-25 06:40:55,Rejected
431,194,50,88885835,2023-11-30 11:08:52,Sent
432,76,2,284900000,2023-02-15 19:38:01,Sent
433,78,50,108800000,2022-03-25 09:23:51,Rejected
434,91,46,175500000,2023-12-20 12:49:28,Sent
435,140,88,262800000,2023-11-10 03:14:20,Rejected
436,183,4,398400000,2023-08-10 17:16:00,Sent
437,52,28,98500000,2023-08-15 03:28:30,Sent
438,157,38,301000000,2023-12-16 19:14:57,Sent
439,59,56,357031564,2023-11-12 09:52:15,Rejected
440,26,18,364700000,2023-10-11 22:12:51,Sent
441,17,1,120368372,2023-12-17 04:47:55,Rejected
442,12,19,147946019,2023-12-01 04:46:42,Rejected
443,120,96,80074340,2023-09-17 01:40:17,Rejected
444,118,19,184905618,2023-12-20 19:34:14,Rejected
445,145,22,82344818,2023-07-21 18:33:42,Rejected
446,58,99,271800000,2023-11-29 08:25:03,Rejected
447,25,38,210894574,2023-01-27 02:36:39,Rejected
448,87,79,283700000,2023-09-12 21:04:26,Sent
449,85,4,251600000,2023-12-05 02:11:22,Sent
450,80,52,121782071,2023-12-16 14:02:46,Succeed
451,18,3,242979263,2023-11-20 17:22:23,Rejected
452,100,47,376000000,2023-10-11 06:37:25,Sent
453,42,76,210300000,2022-12-30 19:15:21,Sent
454,16,30,246066448,2023-12-12 03:02:34,Sent
455,155,75,101532437,2023-12-21 16:25:22,Sent
456,76,31,284900000,2023-01-19 03:45:05,Sent
457,28,24,389300000,2023-12-10 18:14:54,Sent
458,107,82,121820022,2023-11-07 21:43:53,Sent
459,99,74,260700000,2023-11-22 09:37:31,Succeed
460,141,100,154400000,2023-09-01 14:18:29,Rejected
461,71,64,325300000,2023-07-25 03:03:30,Rejected
462,61,97,139632329,2023-12-26 04:52:42,Rejected
463,94,66,97900000,2023-11-26 10:03:39,Rejected
464,36,79,228400000,2023-08-11 12:56:29,Rejected
465,109,65,114200000,2023-12-31 02:58:34,Succeed
466,200,86,97245052,2023-06-22 16:33:50,Succeed
467,125,30,237300000,2023-12-29 07:23:24,Sent
468,66,48,227820319,2022-01-02 19:53:09,Rejected
469,162,17,397700000,2023-05-18 05:30:34,Rejected
470,157,12,301000000,2023-08-21 02:19:01,Sent
471,76,42,284900000,2023-08-21 18:37:44,Sent
472,122,61,393600000,2023-11-28 20:30:26,Sent
473,50,84,369500000,2023-09-23 06:44:41,Succeed
474,45,88,272900000,2023-08-11 01:00:45,Rejected
475,118,3,126516987,2023-09-24 21:24:10,Rejected
476,86,10,88493008,2023-12-30 21:46:04,Sent
477,4,70,171394662,2023-12-30 19:54:09,Succeed
478,167,77,222993377,2023-02-07 20:55:03,Sent
479,71,26,325300000,2023-09-26 18:33:13,Rejected
480,13,69,304700000,2023-12-29 02:35:36,Rejected
481,196,80,109091963,2023-12-30 01:28:38,Sent
482,136,71,109205108,2023-07-22 22:24:11,Rejected
483,56,57,388500000,2023-11-21 03:09:34,Rejected
484,31,87,235923688,2023-12-01 17:57:23,Sent
485,27,73,226177703,2022-09-04 22:41:46,Rejected
486,97,53,174800000,2023-11-21 19:36:32,Rejected
487,105,1,97748538,2023-12-15 08:00:21,Succeed
488,124,29,166609714,2023-11-14 02:28:05,Sent
489,95,7,95600000,2023-12-12 06:56:23,Sent
490,50,68,369500000,2023-05-30 20:00:39,Rejected
491,152,21,203682977,2023-08-17 12:22:25,Rejected
492,55,47,83210234,2023-12-27 19:41:20,Sent
493,2,17,128639194,2023-07-26 09:59:31,Rejected
494,190,100,89900000,2023-12-20 16:52:35,Rejected
495,17,18,113386065,2023-12-03 13:07:03,Rejected
496,26,93,364700000,2023-12-11 04:44:31,Sent
497,170,28,161866473,2023-04-11 07:11:19,Sent
498,67,7,305100000,2023-09-15 19:41:38,Sent
499,19,99,391600000,2023-12-30 09:03:56,Sent
500,3,78,357400000,2023-11-29 02:10:16,Sent
501,127,98,240900000,2023-12-18 20:46:08,Sent
502,65,88,275900000,2023-12-13 18:27:28,Rejected
503,66,25,201702845,2022-02-10 19:09:14,Rejected
504,187,40,137697720,2023-05-30 13:20:29,Sent
505,31,78,291574181,2023-12-21 16:38:34,Sent
506,5,45,161400000,2023-12-09 12:12:32,Rejected
507,27,33,229583022,2022-10-30 06:13:09,Rejected
